Raw,Left 50,No %,,Address,Percent,Amount, ,ID,Amount,Cumulative %,Pareto,all,$10 or more,$50 or more,$100 or more
0x8b591C92DC5FB87B0905c93c008C080360eE9d5F7.634616122776674619 MobLP 0.0027%,0x8b591C92DC5FB87B0905c93c008C080360eE9d5F7.634616,0x8b591C92DC5FB87B0905c93c008C080360eE9d5F7.634616122776674619 MobLP 0.0027, ,0x8b591C92DC5FB87B0905c93c008C080360eE9d5F, 0.0027,7.634616, ,339,7.634616,99.78,,0.4856733524,107.96%,,
0x6c01fa4380C0274DA8D4f1476b2B59D2a62672f96.984384803367761205 MobLP 0.0025%,0x6c01fa4380C0274DA8D4f1476b2B59D2a62672f96.984384,0x6c01fa4380C0274DA8D4f1476b2B59D2a62672f96.984384803367761205 MobLP 0.0025, ,0x6c01fa4380C0274DA8D4f1476b2B59D2a62672f9, 0.0025,6.984384, ,340,6.984384,99.78,,0.4871060172,108.28%,,
0x3208c43a84f020356a82C0F76fe5D7DED72fEB486.457603218011619669 MobLP 0.0023%,0x3208c43a84f020356a82C0F76fe5D7DED72fEB486.457603,0x3208c43a84f020356a82C0F76fe5D7DED72fEB486.457603218011619669 MobLP 0.0023, ,0x3208c43a84f020356a82C0F76fe5D7DED72fEB48, 0.0023,6.457603, ,341,6.457603,99.79,,0.4885386819,108.60%,,
0x4f62849905706c70263EB2209D0E3d9BE33A56A85.986778881486711723 MobLP 0.0021%,0x4f62849905706c70263EB2209D0E3d9BE33A56A85.986778,0x4f62849905706c70263EB2209D0E3d9BE33A56A85.986778881486711723 MobLP 0.0021, ,0x4f62849905706c70263EB2209D0E3d9BE33A56A8, 0.0021,5.986778, ,342,5.986778,99.79,,0.4899713467,108.92%,,
0xF261cFc57086770f047D0Ede1A5BEf97713FcD7B5.983684944109390808 MobLP 0.0021%,0xF261cFc57086770f047D0Ede1A5BEf97713FcD7B5.983684,0xF261cFc57086770f047D0Ede1A5BEf97713FcD7B5.983684944109390808 MobLP 0.0021, ,0xF261cFc57086770f047D0Ede1A5BEf97713FcD7B, 0.0021,5.983684, ,343,5.983684,99.79,,0.4914040115,109.24%,,
0x29FB196f6340Cd14465695F6AdC514F64A36B47a5.982547951578339141 MobLP 0.0021%,0x29FB196f6340Cd14465695F6AdC514F64A36B47a5.982547,0x29FB196f6340Cd14465695F6AdC514F64A36B47a5.982547951578339141 MobLP 0.0021, ,0x29FB196f6340Cd14465695F6AdC514F64A36B47a, 0.0021,5.982547, ,344,5.982547,99.79,,0.4928366762,109.55%,,
0x112D2cE86Adc685B4F0F0A6ceB3859f2A528d6bE5.971763974263377128 MobLP 0.0021%,0x112D2cE86Adc685B4F0F0A6ceB3859f2A528d6bE5.971763,0x112D2cE86Adc685B4F0F0A6ceB3859f2A528d6bE5.971763974263377128 MobLP 0.0021, ,0x112D2cE86Adc685B4F0F0A6ceB3859f2A528d6bE, 0.0021,5.971763, ,345,5.971763,99.79,,0.494269341,109.87%,,
0x1bCa2C6C8888fFA59eBd0CfF2FB94D8943C703455.874187291149350896 MobLP 0.0021%,0x1bCa2C6C8888fFA59eBd0CfF2FB94D8943C703455.874187,0x1bCa2C6C8888fFA59eBd0CfF2FB94D8943C703455.874187291149350896 MobLP 0.0021, ,0x1bCa2C6C8888fFA59eBd0CfF2FB94D8943C70345, 0.0021,5.874187, ,346,5.874187,99.80,,0.4957020057,110.19%,,
0xfDa3062006da52ba05C071181B89ff27C9dAE35A5.801868230099468771 MobLP 0.0021%,0xfDa3062006da52ba05C071181B89ff27C9dAE35A5.801868,0xfDa3062006da52ba05C071181B89ff27C9dAE35A5.801868230099468771 MobLP 0.0021, ,0xfDa3062006da52ba05C071181B89ff27C9dAE35A, 0.0021,5.801868, ,347,5.801868,99.80,,0.4971346705,110.51%,,
0x2f8D01F3edBfa9F662C0f462d11Ceda526b1b8995.424457461912254429 MobLP 0.0019%,0x2f8D01F3edBfa9F662C0f462d11Ceda526b1b8995.424457,0x2f8D01F3edBfa9F662C0f462d11Ceda526b1b8995.424457461912254429 MobLP 0.0019, ,0x2f8D01F3edBfa9F662C0f462d11Ceda526b1b899, 0.0019,5.424457, ,348,5.424457,99.80,,0.4985673352,110.83%,,
0x248e72229622540586c3824d16cB1A5FcEf266b75.18136887275884279 MobLP 0.0018%,0x248e72229622540586c3824d16cB1A5FcEf266b75.181368,0x248e72229622540586c3824d16cB1A5FcEf266b75.18136887275884279 MobLP 0.0018, ,0x248e72229622540586c3824d16cB1A5FcEf266b7, 0.0018,5.181368, ,349,5.181368,99.80,,0.5,111.15%,,
0xd8fDE0F650b0D4B6EdE8Dfc6eEC0aC0A73959Db55.008424031285979018 MobLP 0.0018%,0xd8fDE0F650b0D4B6EdE8Dfc6eEC0aC0A73959Db55.008424,0xd8fDE0F650b0D4B6EdE8Dfc6eEC0aC0A73959Db55.008424031285979018 MobLP 0.0018, ,0xd8fDE0F650b0D4B6EdE8Dfc6eEC0aC0A73959Db5, 0.0018,5.008424, ,350,5.008424,99.80,,0.5014326648,111.46%,,
0x5Ea62db69216a7Abb19B7770b5D6AA6853A2b9D05.006031618013389498 MobLP 0.0018%,0x5Ea62db69216a7Abb19B7770b5D6AA6853A2b9D05.006031,0x5Ea62db69216a7Abb19B7770b5D6AA6853A2b9D05.006031618013389498 MobLP 0.0018, ,0x5Ea62db69216a7Abb19B7770b5D6AA6853A2b9D0, 0.0018,5.006031, ,351,5.006031,99.81,,0.5028653295,111.78%,,
0x68D1973d3043990D5255b08F7263F387259A7AFD4.98213298504431046 MobLP 0.0018%,0x68D1973d3043990D5255b08F7263F387259A7AFD4.982132,0x68D1973d3043990D5255b08F7263F387259A7AFD4.98213298504431046 MobLP 0.0018, ,0x68D1973d3043990D5255b08F7263F387259A7AFD, 0.0018,4.982132, ,352,4.982132,99.81,,0.5042979943,112.10%,,
0x51b861e75670ff8f726c9BF6842FEcE8973450c64.982109797389441751 MobLP 0.0018%,0x51b861e75670ff8f726c9BF6842FEcE8973450c64.982109,0x51b861e75670ff8f726c9BF6842FEcE8973450c64.982109797389441751 MobLP 0.0018, ,0x51b861e75670ff8f726c9BF6842FEcE8973450c6, 0.0018,4.982109, ,353,4.982109,99.81,,0.505730659,112.42%,,
0x53424a25F2E1e2A2138a0232909803e8BC9255F84.979690826247896049 MobLP 0.0018%,0x53424a25F2E1e2A2138a0232909803e8BC9255F84.979690,0x53424a25F2E1e2A2138a0232909803e8BC9255F84.979690826247896049 MobLP 0.0018, ,0x53424a25F2E1e2A2138a0232909803e8BC9255F8, 0.0018,4.979690, ,354,4.97969,99.81,,0.5071633238,112.74%,,
0x2A50d9A90626AC31fe187E6d145167B6e8355DCc4.979018241167971024 MobLP 0.0018%,0x2A50d9A90626AC31fe187E6d145167B6e8355DCc4.979018,0x2A50d9A90626AC31fe187E6d145167B6e8355DCc4.979018241167971024 MobLP 0.0018, ,0x2A50d9A90626AC31fe187E6d145167B6e8355DCc, 0.0018,4.979018, ,355,4.979018,99.81,,0.5085959885,113.06%,,
0x2087784D8aDF6a401d56A74555c01E3ff813FA4c4.909372411689637408 MobLP 0.0017%,0x2087784D8aDF6a401d56A74555c01E3ff813FA4c4.909372,0x2087784D8aDF6a401d56A74555c01E3ff813FA4c4.909372411689637408 MobLP 0.0017, ,0x2087784D8aDF6a401d56A74555c01E3ff813FA4c, 0.0017,4.909372, ,356,4.909372,99.82,,0.5100286533,113.38%,,
0x3B0e1ba1527f4e3B8a08fAF55DEC57b50B33FBd74.868310332800523017 MobLP 0.0017%,0x3B0e1ba1527f4e3B8a08fAF55DEC57b50B33FBd74.868310,0x3B0e1ba1527f4e3B8a08fAF55DEC57b50B33FBd74.868310332800523017 MobLP 0.0017, ,0x3B0e1ba1527f4e3B8a08fAF55DEC57b50B33FBd7, 0.0017,4.868310, ,357,4.86831,99.82,,0.5114613181,113.69%,,
0xffB6D3c42B07c17ED0B6bE1136D2EBC599b2562e4.543968678391828658 MobLP 0.0016%,0xffB6D3c42B07c17ED0B6bE1136D2EBC599b2562e4.543968,0xffB6D3c42B07c17ED0B6bE1136D2EBC599b2562e4.543968678391828658 MobLP 0.0016, ,0xffB6D3c42B07c17ED0B6bE1136D2EBC599b2562e, 0.0016,4.543968, ,358,4.543968,99.82,,0.5128939828,114.01%,,
0x38128dF3A06bc0eaCFE1a02B5D8733d782B33fb24.525157575112692527 MobLP 0.0016%,0x38128dF3A06bc0eaCFE1a02B5D8733d782B33fb24.525157,0x38128dF3A06bc0eaCFE1a02B5D8733d782B33fb24.525157575112692527 MobLP 0.0016, ,0x38128dF3A06bc0eaCFE1a02B5D8733d782B33fb2, 0.0016,4.525157, ,359,4.525157,99.82,,0.5143266476,114.33%,,
0x25a8a58c225647d31Ec72d465ce6982A37ce3cE34.424350309676136601 MobLP 0.0016%,0x25a8a58c225647d31Ec72d465ce6982A37ce3cE34.424350,0x25a8a58c225647d31Ec72d465ce6982A37ce3cE34.424350309676136601 MobLP 0.0016, ,0x25a8a58c225647d31Ec72d465ce6982A37ce3cE3, 0.0016,4.424350, ,360,4.42435,99.82,,0.5157593123,114.65%,,
0xD38F2247d71DE6c3495af953eA4deEEc8A4D16Ed4.351210818695713619 MobLP 0.0015%,0xD38F2247d71DE6c3495af953eA4deEEc8A4D16Ed4.351210,0xD38F2247d71DE6c3495af953eA4deEEc8A4D16Ed4.351210818695713619 MobLP 0.0015, ,0xD38F2247d71DE6c3495af953eA4deEEc8A4D16Ed, 0.0015,4.351210, ,361,4.35121,99.82,,0.5171919771,114.97%,,
0x2438510636Fb9D75146D6b12211803De2D66142F4.077253838960853791 MobLP 0.0015%,0x2438510636Fb9D75146D6b12211803De2D66142F4.077253,0x2438510636Fb9D75146D6b12211803De2D66142F4.077253838960853791 MobLP 0.0015, ,0x2438510636Fb9D75146D6b12211803De2D66142F, 0.0015,4.077253, ,362,4.077253,99.82,,0.5186246418,115.29%,,
0x435Ddb1Eb0FcA3dD1d090C3717C8E0A94852adAa3.99896180267439434 MobLP 0.0014%,0x435Ddb1Eb0FcA3dD1d090C3717C8E0A94852adAa3.998961,0x435Ddb1Eb0FcA3dD1d090C3717C8E0A94852adAa3.99896180267439434 MobLP 0.0014, ,0x435Ddb1Eb0FcA3dD1d090C3717C8E0A94852adAa, 0.0014,3.998961, ,363,3.998961,99.83,,0.5200573066,115.61%,,
0x1b8481AC2C7276E2837c2F9C5Ea93e6F8a5D2FC63.992549346809023301 MobLP 0.0014%,0x1b8481AC2C7276E2837c2F9C5Ea93e6F8a5D2FC63.992549,0x1b8481AC2C7276E2837c2F9C5Ea93e6F8a5D2FC63.992549346809023301 MobLP 0.0014, ,0x1b8481AC2C7276E2837c2F9C5Ea93e6F8a5D2FC6, 0.0014,3.992549, ,364,3.992549,99.83,,0.5214899713,115.92%,,
0x6525B029Ae561965f21cF6dCb5dD88fAE89Fa53A3.992453062435609134 MobLP 0.0014%,0x6525B029Ae561965f21cF6dCb5dD88fAE89Fa53A3.992453,0x6525B029Ae561965f21cF6dCb5dD88fAE89Fa53A3.992453062435609134 MobLP 0.0014, ,0x6525B029Ae561965f21cF6dCb5dD88fAE89Fa53A, 0.0014,3.992453, ,365,3.992453,99.83,,0.5229226361,116.24%,,
0xE1aDE6bd29eE1c4FDa02423c504336920096Be573.989121595783428362 MobLP 0.0014%,0xE1aDE6bd29eE1c4FDa02423c504336920096Be573.989121,0xE1aDE6bd29eE1c4FDa02423c504336920096Be573.989121595783428362 MobLP 0.0014, ,0xE1aDE6bd29eE1c4FDa02423c504336920096Be57, 0.0014,3.989121, ,366,3.989121,99.83,,0.5243553009,116.56%,,
0xcc44050F252979173a7B75Fec246b3352930411e3.987191365724539951 MobLP 0.0014%,0xcc44050F252979173a7B75Fec246b3352930411e3.987191,0xcc44050F252979173a7B75Fec246b3352930411e3.987191365724539951 MobLP 0.0014, ,0xcc44050F252979173a7B75Fec246b3352930411e, 0.0014,3.987191, ,367,3.987191,99.83,,0.5257879656,116.88%,,
0xcbcAA4c0791450C7618D8999137a9F835A19490A3.986539448472909316 MobLP 0.0014%,0xcbcAA4c0791450C7618D8999137a9F835A19490A3.986539,0xcbcAA4c0791450C7618D8999137a9F835A19490A3.986539448472909316 MobLP 0.0014, ,0xcbcAA4c0791450C7618D8999137a9F835A19490A, 0.0014,3.986539, ,368,3.986539,99.83,,0.5272206304,117.20%,,
0x6D911038E110668b332Ca25aC7EF2CDa69cCD2353.985708179590051582 MobLP 0.0014%,0x6D911038E110668b332Ca25aC7EF2CDa69cCD2353.985708,0x6D911038E110668b332Ca25aC7EF2CDa69cCD2353.985708179590051582 MobLP 0.0014, ,0x6D911038E110668b332Ca25aC7EF2CDa69cCD235, 0.0014,3.985708, ,369,3.985708,99.83,,0.5286532951,117.52%,,
0x3C1ba727796F6778A6404D5ea4AB0F2E1A51a5Cc3.97596504738156556 MobLP 0.0014%,0x3C1ba727796F6778A6404D5ea4AB0F2E1A51a5Cc3.975965,0x3C1ba727796F6778A6404D5ea4AB0F2E1A51a5Cc3.97596504738156556 MobLP 0.0014, ,0x3C1ba727796F6778A6404D5ea4AB0F2E1A51a5Cc, 0.0014,3.975965, ,370,3.975965,99.84,,0.5300859599,117.83%,,
0x3365C1Fb1B0E0b96E342591Cb60e6E0d9d7936da3.975960634702592919 MobLP 0.0014%,0x3365C1Fb1B0E0b96E342591Cb60e6E0d9d7936da3.975960,0x3365C1Fb1B0E0b96E342591Cb60e6E0d9d7936da3.975960634702592919 MobLP 0.0014, ,0x3365C1Fb1B0E0b96E342591Cb60e6E0d9d7936da, 0.0014,3.975960, ,371,3.97596,99.84,,0.5315186246,118.15%,,
0x515d6899cCcCE802171268F8C91Bac413864635A3.975960311330753863 MobLP 0.0014%,0x515d6899cCcCE802171268F8C91Bac413864635A3.975960,0x515d6899cCcCE802171268F8C91Bac413864635A3.975960311330753863 MobLP 0.0014, ,0x515d6899cCcCE802171268F8C91Bac413864635A, 0.0014,3.975960, ,372,3.97596,99.84,,0.5329512894,118.47%,,
0x21Ab9139f714C40660a42e5E984A7480dB723B463.975959831828030735 MobLP 0.0014%,0x21Ab9139f714C40660a42e5E984A7480dB723B463.975959,0x21Ab9139f714C40660a42e5E984A7480dB723B463.975959831828030735 MobLP 0.0014, ,0x21Ab9139f714C40660a42e5E984A7480dB723B46, 0.0014,3.975959, ,373,3.975959,99.84,,0.5343839542,118.79%,,
0xB4a0527E3cFdb8d58612643245DD0E443d8Acdf63.97595939529826047 MobLP 0.0014%,0xB4a0527E3cFdb8d58612643245DD0E443d8Acdf63.975959,0xB4a0527E3cFdb8d58612643245DD0E443d8Acdf63.97595939529826047 MobLP 0.0014, ,0xB4a0527E3cFdb8d58612643245DD0E443d8Acdf6, 0.0014,3.975959, ,374,3.975959,99.84,,0.5358166189,119.11%,,
0x0208f3BD21D59D42c8859F1f139da609AbF7C0a33.975958988346365677 MobLP 0.0014%,0x0208f3BD21D59D42c8859F1f139da609AbF7C0a33.975958,0x0208f3BD21D59D42c8859F1f139da609AbF7C0a33.975958988346365677 MobLP 0.0014, ,0x0208f3BD21D59D42c8859F1f139da609AbF7C0a3, 0.0014,3.975958, ,375,3.975958,99.84,,0.5372492837,119.43%,,
0xB114030eBBC3256fCD7d02DeFB56aA20AdF01f9b3.975958539950236161 MobLP 0.0014%,0xB114030eBBC3256fCD7d02DeFB56aA20AdF01f9b3.975958,0xB114030eBBC3256fCD7d02DeFB56aA20AdF01f9b3.975958539950236161 MobLP 0.0014, ,0xB114030eBBC3256fCD7d02DeFB56aA20AdF01f9b, 0.0014,3.975958, ,376,3.975958,99.84,,0.5386819484,119.75%,,
0xcc92e636F099DD1906e88F6Fc8084dB9c859C5113.975958250964655733 MobLP 0.0014%,0xcc92e636F099DD1906e88F6Fc8084dB9c859C5113.975958,0xcc92e636F099DD1906e88F6Fc8084dB9c859C5113.975958250964655733 MobLP 0.0014, ,0xcc92e636F099DD1906e88F6Fc8084dB9c859C511, 0.0014,3.975958, ,377,3.975958,99.85,,0.5401146132,120.06%,,
0x36969C63e4f2587449B6A83Bdd42349cA8C72f302.988483779144940353 MobLP 0.0011%,0x36969C63e4f2587449B6A83Bdd42349cA8C72f302.988483,0x36969C63e4f2587449B6A83Bdd42349cA8C72f302.988483779144940353 MobLP 0.0011, ,0x36969C63e4f2587449B6A83Bdd42349cA8C72f30, 0.0011,2.988483, ,378,2.988483,99.85,,0.5415472779,120.38%,,
0x0d7Fa905b8d4175FfBeD06704925ac7613bD975D2.988446138661653965 MobLP 0.0011%,0x0d7Fa905b8d4175FfBeD06704925ac7613bD975D2.988446,0x0d7Fa905b8d4175FfBeD06704925ac7613bD975D2.988446138661653965 MobLP 0.0011, ,0x0d7Fa905b8d4175FfBeD06704925ac7613bD975D, 0.0011,2.988446, ,379,2.988446,99.85,,0.5429799427,120.70%,,
0x4319C8D98756e71720F451c09251554A362A20142.956392769787919439 MobLP 0.0011%,0x4319C8D98756e71720F451c09251554A362A20142.956392,0x4319C8D98756e71720F451c09251554A362A20142.956392769787919439 MobLP 0.0011, ,0x4319C8D98756e71720F451c09251554A362A2014, 0.0011,2.956392, ,380,2.956392,99.85,,0.5444126074,121.02%,,
0x6C1f4C60c2EC01d491abc67c1d2EE0F263B9f3Af2.772265569058903799 MobLP 0.0010%,0x6C1f4C60c2EC01d491abc67c1d2EE0F263B9f3Af2.772265,0x6C1f4C60c2EC01d491abc67c1d2EE0F263B9f3Af2.772265569058903799 MobLP 0.0010, ,0x6C1f4C60c2EC01d491abc67c1d2EE0F263B9f3Af, 0.0010,2.772265, ,381,2.772265,99.85,,0.5458452722,121.34%,,
0x853Ccc18e05996e991cC00CC1018099b7Fc5eE5f2.294884418952951514 MobLP 0.0008%,0x853Ccc18e05996e991cC00CC1018099b7Fc5eE5f2.294884,0x853Ccc18e05996e991cC00CC1018099b7Fc5eE5f2.294884418952951514 MobLP 0.0008, ,0x853Ccc18e05996e991cC00CC1018099b7Fc5eE5f, 0.0008,2.294884, ,382,2.294884,99.85,,0.547277937,121.66%,,
0x2460648b0dD9d40575687E3fc431FE48a2b399c02.104303635463800931 MobLP 0.0007%,0x2460648b0dD9d40575687E3fc431FE48a2b399c02.104303,0x2460648b0dD9d40575687E3fc431FE48a2b399c02.104303635463800931 MobLP 0.0007, ,0x2460648b0dD9d40575687E3fc431FE48a2b399c0, 0.0007,2.104303, ,383,2.104303,99.85,,0.5487106017,121.97%,,
0xa770A5a60980e934501e44ad704041D8E3A7E7662.017041128272071128 MobLP 0.0007%,0xa770A5a60980e934501e44ad704041D8E3A7E7662.017041,0xa770A5a60980e934501e44ad704041D8E3A7E7662.017041128272071128 MobLP 0.0007, ,0xa770A5a60980e934501e44ad704041D8E3A7E766, 0.0007,2.017041, ,384,2.017041,99.85,,0.5501432665,122.29%,,
0x7Fc3c581103E183126f7C5963eFEC28f0D2b5E252.013820308566764956 MobLP 0.0007%,0x7Fc3c581103E183126f7C5963eFEC28f0D2b5E252.013820,0x7Fc3c581103E183126f7C5963eFEC28f0D2b5E252.013820308566764956 MobLP 0.0007, ,0x7Fc3c581103E183126f7C5963eFEC28f0D2b5E25, 0.0007,2.013820, ,385,2.01382,99.85,,0.5515759312,122.61%,,
0x9884F11553c84B76A3249Ec7Ca0cB2E2dbdaD9a72.008255448076137539 MobLP 0.0007%,0x9884F11553c84B76A3249Ec7Ca0cB2E2dbdaD9a72.008255,0x9884F11553c84B76A3249Ec7Ca0cB2E2dbdaD9a72.008255448076137539 MobLP 0.0007, ,0x9884F11553c84B76A3249Ec7Ca0cB2E2dbdaD9a7, 0.0007,2.008255, ,386,2.008255,99.85,,0.553008596,122.93%,,
0xc5cf8D4bef8C4897BB596c8e2a671767AD6919642.007451683577388172 MobLP 0.0007%,0xc5cf8D4bef8C4897BB596c8e2a671767AD6919642.007451,0xc5cf8D4bef8C4897BB596c8e2a671767AD6919642.007451683577388172 MobLP 0.0007, ,0xc5cf8D4bef8C4897BB596c8e2a671767AD691964, 0.0007,2.007451, ,387,2.007451,99.85,,0.5544412607,123.25%,,
0xda6db7a6fE9523B55B40e156E62443d1E9B158052.004657750637551351 MobLP 0.0007%,0xda6db7a6fE9523B55B40e156E62443d1E9B158052.004657,0xda6db7a6fE9523B55B40e156E62443d1E9B158052.004657750637551351 MobLP 0.0007, ,0xda6db7a6fE9523B55B40e156E62443d1E9B15805, 0.0007,2.004657, ,388,2.004657,99.85,,0.5558739255,123.57%,,
0x25b94E4Bbf5d0F39629e1561BdE343585B6619302.002316435075865736 MobLP 0.0007%,0x25b94E4Bbf5d0F39629e1561BdE343585B6619302.002316,0x25b94E4Bbf5d0F39629e1561BdE343585B6619302.002316435075865736 MobLP 0.0007, ,0x25b94E4Bbf5d0F39629e1561BdE343585B661930, 0.0007,2.002316, ,389,2.002316,99.86,,0.5573065903,123.89%,,
0x70990fb63fdCaE10368b0409332A916FB0f1761E2.002272763628097854 MobLP 0.0007%,0x70990fb63fdCaE10368b0409332A916FB0f1761E2.002272,0x70990fb63fdCaE10368b0409332A916FB0f1761E2.002272763628097854 MobLP 0.0007, ,0x70990fb63fdCaE10368b0409332A916FB0f1761E, 0.0007,2.002272, ,390,2.002272,99.86,,0.558739255,124.20%,,
0x41ACAD591e9d3b9E6Ff2c3E350A3708A9371e1132.000933077031790579 MobLP 0.0007%,0x41ACAD591e9d3b9E6Ff2c3E350A3708A9371e1132.000933,0x41ACAD591e9d3b9E6Ff2c3E350A3708A9371e1132.000933077031790579 MobLP 0.0007, ,0x41ACAD591e9d3b9E6Ff2c3E350A3708A9371e113, 0.0007,2.000933, ,391,2.000933,99.86,,0.5601719198,124.52%,,
0x8182A7Fa668d09536aa6e9Ea1FC8704a34472f861.999807448337924125 MobLP 0.0007%,0x8182A7Fa668d09536aa6e9Ea1FC8704a34472f861.999807,0x8182A7Fa668d09536aa6e9Ea1FC8704a34472f861.999807448337924125 MobLP 0.0007, ,0x8182A7Fa668d09536aa6e9Ea1FC8704a34472f86, 0.0007,1.999807, ,392,1.999807,99.86,,0.5616045845,124.84%,,
0xfD08311d493c075D872dF0B4C90fEA1bB899486a1.999805129494209972 MobLP 0.0007%,0xfD08311d493c075D872dF0B4C90fEA1bB899486a1.999805,0xfD08311d493c075D872dF0B4C90fEA1bB899486a1.999805129494209972 MobLP 0.0007, ,0xfD08311d493c075D872dF0B4C90fEA1bB899486a, 0.0007,1.999805, ,393,1.999805,99.86,,0.5630372493,125.16%,,
0xbC960200a76AfF47682F45d268557C5Fa8C16e4B1.999346081597095751 MobLP 0.0007%,0xbC960200a76AfF47682F45d268557C5Fa8C16e4B1.999346,0xbC960200a76AfF47682F45d268557C5Fa8C16e4B1.999346081597095751 MobLP 0.0007, ,0xbC960200a76AfF47682F45d268557C5Fa8C16e4B, 0.0007,1.999346, ,394,1.999346,99.86,,0.564469914,125.48%,,
0x380aAE99b9319052fB1340Aa47aB3fe70FCa30d61.999214474092335299 MobLP 0.0007%,0x380aAE99b9319052fB1340Aa47aB3fe70FCa30d61.999214,0x380aAE99b9319052fB1340Aa47aB3fe70FCa30d61.999214474092335299 MobLP 0.0007, ,0x380aAE99b9319052fB1340Aa47aB3fe70FCa30d6, 0.0007,1.999214, ,395,1.999214,99.86,,0.5659025788,125.80%,,
0x4B77F035Cd335A31A6deF2F7e59Ed136b03b06Fe1.99916000707091752 MobLP 0.0007%,0x4B77F035Cd335A31A6deF2F7e59Ed136b03b06Fe1.999160,0x4B77F035Cd335A31A6deF2F7e59Ed136b03b06Fe1.99916000707091752 MobLP 0.0007, ,0x4B77F035Cd335A31A6deF2F7e59Ed136b03b06Fe, 0.0007,1.999160, ,396,1.99916,99.86,,0.5673352436,126.11%,,
0x4A5e200e870Fa788321E3EcC776860A587f5Cf231.999159207614533254 MobLP 0.0007%,0x4A5e200e870Fa788321E3EcC776860A587f5Cf231.999159,0x4A5e200e870Fa788321E3EcC776860A587f5Cf231.999159207614533254 MobLP 0.0007, ,0x4A5e200e870Fa788321E3EcC776860A587f5Cf23, 0.0007,1.999159, ,397,1.999159,99.86,,0.5687679083,126.43%,,
0x859259FfA16A69188F109885D617e53a042b84941.999159198140639278 MobLP 0.0007%,0x859259FfA16A69188F109885D617e53a042b84941.999159,0x859259FfA16A69188F109885D617e53a042b84941.999159198140639278 MobLP 0.0007, ,0x859259FfA16A69188F109885D617e53a042b8494, 0.0007,1.999159, ,398,1.999159,99.86,,0.5702005731,126.75%,,
0xCC2604E90c441A971C513F842918339b6cd5bD8B1.998951696897936237 MobLP 0.0007%,0xCC2604E90c441A971C513F842918339b6cd5bD8B1.998951,0xCC2604E90c441A971C513F842918339b6cd5bD8B1.998951696897936237 MobLP 0.0007, ,0xCC2604E90c441A971C513F842918339b6cd5bD8B, 0.0007,1.998951, ,399,1.998951,99.86,,0.5716332378,127.07%,,
0x3e015785CA483C06bAFd9eA081Fb89B7D3486F481.998400028065521748 MobLP 0.0007%,0x3e015785CA483C06bAFd9eA081Fb89B7D3486F481.998400,0x3e015785CA483C06bAFd9eA081Fb89B7D3486F481.998400028065521748 MobLP 0.0007, ,0x3e015785CA483C06bAFd9eA081Fb89B7D3486F48, 0.0007,1.998400, ,400,1.9984,99.86,,0.5730659026,127.39%,,
0xE30d29A2B7d77c029F533064d77f70B046A0432E1.997959896187981509 MobLP 0.0007%,0xE30d29A2B7d77c029F533064d77f70B046A0432E1.997959,0xE30d29A2B7d77c029F533064d77f70B046A0432E1.997959896187981509 MobLP 0.0007, ,0xE30d29A2B7d77c029F533064d77f70B046A0432E, 0.0007,1.997959, ,401,1.997959,99.86,,0.5744985673,127.71%,,
0x1b6A25f6A63994B42AaCA3Bc7d00eD5c0443c0171.997764270054825961 MobLP 0.0007%,0x1b6A25f6A63994B42AaCA3Bc7d00eD5c0443c0171.997764,0x1b6A25f6A63994B42AaCA3Bc7d00eD5c0443c0171.997764270054825961 MobLP 0.0007, ,0x1b6A25f6A63994B42AaCA3Bc7d00eD5c0443c017, 0.0007,1.997764, ,402,1.997764,99.86,,0.5759312321,128.03%,,
0x112d779AB904898fd5FA23e725283b3C4caA28E51.997479303492118404 MobLP 0.0007%,0x112d779AB904898fd5FA23e725283b3C4caA28E51.997479,0x112d779AB904898fd5FA23e725283b3C4caA28E51.997479303492118404 MobLP 0.0007, ,0x112d779AB904898fd5FA23e725283b3C4caA28E5, 0.0007,1.997479, ,403,1.997479,99.87,,0.5773638968,128.34%,,
0x1D90A311499e705d2B0F46f33C496275Ba0d43861.997172810685155972 MobLP 0.0007%,0x1D90A311499e705d2B0F46f33C496275Ba0d43861.997172,0x1D90A311499e705d2B0F46f33C496275Ba0d43861.997172810685155972 MobLP 0.0007, ,0x1D90A311499e705d2B0F46f33C496275Ba0d4386, 0.0007,1.997172, ,404,1.997172,99.87,,0.5787965616,128.66%,,
0x2Da98019CB3495566877c01535b48caF4c2502c51.997172663794343718 MobLP 0.0007%,0x2Da98019CB3495566877c01535b48caF4c2502c51.997172,0x2Da98019CB3495566877c01535b48caF4c2502c51.997172663794343718 MobLP 0.0007, ,0x2Da98019CB3495566877c01535b48caF4c2502c5, 0.0007,1.997172, ,405,1.997172,99.87,,0.5802292264,128.98%,,
0xaAdD9277Ee25f087A974c9a8985A6b52A912B5771.997172516415552366 MobLP 0.0007%,0xaAdD9277Ee25f087A974c9a8985A6b52A912B5771.997172,0xaAdD9277Ee25f087A974c9a8985A6b52A912B5771.997172516415552366 MobLP 0.0007, ,0xaAdD9277Ee25f087A974c9a8985A6b52A912B577, 0.0007,1.997172, ,406,1.997172,99.87,,0.5816618911,129.30%,,
